book;code;text;never_main;gender
NCSP;NAN00;Autotransplantasjon av bein til cervikalkolumna;;
NCSP;NAN01;Autotransplantasjon av bein til cervikal- og torakalkolumna;;
NCSP;NAN02;Autotransplantasjon av bein til torakalkolumna;;
NCSP;NAN03;Autotransplantasjon av bein til torakal- og lumbalkolumna;;
NCSP;NAN04;Autotransplantasjon av bein til lumbalkolumna;;
NCSP;NAN05;Autotransplantasjon bein til cervikal/torakal/lumbalkolumna;;
NCSP;NAN06;Autotransplantasjon av bein til lumbosakralkolumna;;
NCSP;NAN10;Allotransplantasjon av bein til cervikalkolumna;;
NCSP;NAN11;Allotransplantasjon av bein til cervikal- og torakalkolumna;;
NCSP;NAN12;Allotransplantasjon av bein til torakalkolumna;;
NCSP;NAN13;Allotransplantasjon av bein til torakal- og lumbalkolumna;;
NCSP;NAN14;Allotransplantasjon av bein til lumbalkolumna;;
NCSP;NAN15;Allotransplantasjon bein til cervikal/torakal/lumbalkolumna;;
NCSP;NAN16;Allotransplantasjon av bein til lumbosakralkolumna;;
NCSP;NAN20;Xenotransplantasjon av bein til cervikalkolumna;;
NCSP;NAN21;Xenotransplantasjon av bein til cervikal- og torakalkolumna;;
NCSP;NAN22;Xenotransplantasjon av bein til torakalkolumna;;
NCSP;NAN23;Xenotransplantasjon av bein til torakal- og lumbalkolumna;;
NCSP;NAN24;Xenotransplantasjon av bein til lumbalkolumna;;
NCSP;NAN25;Xenotransplantasjon bein til cervikal/torakal/lumbalkolumna;;
NCSP;NAN26;Xenotransplantasjon av bein til lumbosakralkolumna;;
NCSP;NAN40;Transplantasjon av brusk/periost/fascie til cervikalkolumna;;
NCSP;NAN41;Transplant brusk/periost/fascie til cervikal/torakalkolumna;;
NCSP;NAN42;Transplantasjon av brusk/periost/fascie til torakalkolumna;;
NCSP;NAN43;Transplant brusk/periost/fascie til torakal/lumbalkolumna;;
NCSP;NAN44;Transplantasjon av brusk/periost/fascie til lumbalkolumna;;
NCSP;NAN45;Transplant brusk/periost/fascie cerv/torakal/lumbalkolumna;;
NCSP;NAN46;Transplantasjon brusk/periost/fascie til lumbosakralkolumna;;
NCSP;NAN90;Annen transplantasjon til cervikalkolumna;;
NCSP;NAN91;Annen transplantasjon til cervikal- og torakalkolumna;;
NCSP;NAN92;Annen transplantasjon til torakalkolumna;;
NCSP;NAN93;Annen transplantasjon til torakal- og lumbalkolumna;;
NCSP;NAN94;Annen transplantasjon til lumbalkolumna;;
NCSP;NAN95;Annen transplant til cervikal-, torakal- og lumbalkolumna;;
NCSP;NAN96;Annen transplantasjon til lumbosakralkolumna;;
NCRP;NAO10A;Termokoagulasjon i lumbalkolumna;;
NCSP;NAR00;Reseksjon av bløtdelstumor i cervikalkolumna;;
NCSP;NAR01;Reseksjon av bløtdelstumor i cervikal- og torakalkolumna;;
NCSP;NAR02;Reseksjon av bløtdelstumor i torakalkolumna;;
NCSP;NAR03;Reseksjon av bløtdelstumor i torakal- og lumbalkolumna;;
NCSP;NAR04;Reseksjon av bløtdelstumor i lumbalkolumna;;
NCSP;NAR05;Reseksjon av bløtdelstumor i cervikal/torakal/lumbalkolumna;;
NCSP;NAR06;Reseksjon av bløtdelstumor i lumbosakralkolumna;;
NCSP;NAR10;Marginal eksisjon av bløtdelstumor i cervikalkolumna;;
NCSP;NAR11;Marginal eksisjon av bløtdelstumor i cervikal/torakalkolumna;;
NCSP;NAR12;Marginal eksisjon av bløtdelstumor i torakalkolumna;;
NCSP;NAR13;Marginal eksisjon av bløtdelstumor i torakal/lumbalkolumna;;
NCSP;NAR14;Marginal eksisjon av bløtdelstumor i lumbalkolumna;;
NCSP;NAR15;Marginal eksisjon av bløtdelstumor i cerv/torak/lumbalkol;;
NCSP;NAR16;Marginal eksisjon av bløtdelstumor i lumbosakralkolumna;;
NCSP;NAR20;Vid eksisjon av bløtdelstumor i cervikalkolumna;;
NCSP;NAR21;Vid eksisjon av bløtdelstumor i cervikal- og torakalkolumna;;
NCSP;NAR22;Vid eksisjon av bløtdelstumor i torakalkolumna;;
NCSP;NAR23;Vid eksisjon av bløtdelstumor i torakal- og lumbalkolumna;;
NCSP;NAR24;Vid eksisjon av bløtdelstumor i lumbalkolumna;;
NCSP;NAR25;Vid eksisjon av bløtdelstumor i cerv/torakal/lumbalkolumna;;
NCSP;NAR26;Vid eksisjon av bløtdelstumor i lumbosakralkolumna;;
NCSP;NAR30;Kompartmentell eksisjon av bløtdelstumor i cervikalkolumna;;
NCSP;NAR31;Kompartmentell eksisjon av bløtdelstumor i cerv/torakalkol;;
NCSP;NAR32;Kompartmentell eksisjon av bløtdelstumor i torakalkolumna;;
NCSP;NAR33;Kompartmentell eksisjon av bløtdelstumor i torakal/lumbalkol;;
NCSP;NAR34;Kompartmentell eksisjon av bløtdelstumor i lumbalkolumna;;
NCSP;NAR35;Kompartmentell eksisjon bløtdelstumor cerv/torakal/lumbalkol;;
NCSP;NAR36;Kompartmentell eksisjon bløtdelstumor i lumbosakralkolumna;;
NCSP;NAR40;Reseksjon av bein- eller brusktumor i cervikalkolumna;;
NCSP;NAR41;Reseksjon av bein/brusktumor i cervikal/torakalkolumna;;
NCSP;NAR42;Reseksjon av bein- eller brusktumor i torakalkolumna;;
NCSP;NAR43;Reseksjon av bein/brusktumor i torakal- og lumbalkolumna;;
NCSP;NAR44;Reseksjon av bein- eller brusktumor i lumbalkolumna;;
NCSP;NAR45;Reseksjon av bein/brusktumor i cerv/torakal/lumbalkolumna;;
NCSP;NAR46;Reseksjon av bein- eller brusktumor i lumbosakralkolumna;;
NCSP;NAR50;Marginal eksisjon av bein/brusktumor i cervikalkolumna;;
NCSP;NAR51;Marginal eksisjon av bein/brusktumor i cerv/torakalkolumna;;
NCSP;NAR52;Marginal eksisjon av bein- eller brusktumor i torakalkolumna;;
NCSP;NAR53;Marginal eksisjon av bein/brusktumor i torakal/lumbalkolumna;;
NCSP;NAR54;Marginal eksisjon av bein- eller brusktumor i lumbalkolumna;;
NCSP;NAR55;Marginal eksisjon av bein/brusktumor i cerv/torak/lumbalkol;;
NCSP;NAR56;Marginal eksisjon av bein/brusktumor i lumbosakralkolumna;;
NCSP;NAR60;Vid eksisjon av bein- eller brusktumor i cervikalkolumna;;
NCSP;NAR61;Vid eksisjon av bein/brusktumor i cervikal/torakalkolumna;;
NCSP;NAR62;Vid eksisjon av bein- eller brusktumor i torakalkolumna;;
NCSP;NAR63;Vid eksisjon av bein/brusktumor i torakal- og lumbalkolumna;;
NCSP;NAR64;Vid eksisjon av bein- eller brusktumor i lumbalkolumna;;
NCSP;NAR65;Vid eksisjon av bein/brusktumor i cerv/torakal/lumbalkolumna;;
NCSP;NAR66;Vid eksisjon av bein- eller brusktumor i lumbosakralkolumna;;
NCSP;NAR70;Kompartmentell eksisjon av bein/brusktumor i cervikalkolumna;;
NCSP;NAR71;Kompartmentell eksisjon bein/brusktumor i cerv/torakalkol;;
NCSP;NAR72;Kompartmentell eksisjon av bein/brusktumor i torakalkolumna;;
NCSP;NAR73;Kompartmentell eksisjon bein/brusktumor i torakal/lumbalkol;;
NCSP;NAR74;Kompartmentell eksisjon av bein/brusktumor i lumbalkolumna;;
NCSP;NAR75;Kompartmentell eksisjon bein/brusktumor cerv/torak/lumbalkol;;
NCSP;NAR76;Kompartmentell eksisjon bein/brusktumor i lumbosakralkolumna;;
NCSP;NAR90;Annen operasjon for tumor i cervikalkolumna;;
NCSP;NAR91;Annen operasjon for tumor i cervikal- og torakalkolumna;;
NCSP;NAR92;Annen operasjon for tumor i torakalkolumna;;
NCSP;NAR93;Annen operasjon for tumor i torakal- og lumbalkolumna;;
NCSP;NAR94;Annen operasjon for tumor i lumbalkolumna;;
NCSP;NAR95;Annen operasjon for tumor i cervikal/torakal/lumbalkolumna;;
NCSP;NAR96;Annen operasjon for tumor i lumbosakralkolumna;;
NCSP;NAS10;Incisjon og revisjon ved artritt i cervikalkolumna;;
NCSP;NAS11;Incisjon/revisjon ved artritt i cervikal/torakalkolumna;;
NCSP;NAS12;Incisjon og revisjon ved artritt i torakalkolumna;;
NCSP;NAS13;Incisjon og revisjon ved artritt i torakal- og lumbalkolumna;;
NCSP;NAS14;Incisjon og revisjon ved artritt i lumbalkolumna;;
NCSP;NAS15;Incisjon/revisjon ved artritt i cerv/torakal/lumbalkolumna;;
NCSP;NAS16;Incisjon og revisjon ved artritt i lumbosakralkolumna;;
NCSP;NAS20;Incisjon og revisjon ved infeksjon i cervikalvirvel;;
NCSP;NAS21;Incisjon/revisjon ved infeksjon i cervikal- og torakalvirvel;;
NCSP;NAS22;Incisjon og revisjon ved infeksjon i torakalvirvel;;
NCSP;NAS23;Incisjon/revisjon ved infeksjon i torakal- og lumbalvirvel;;
NCSP;NAS24;Incisjon og revisjon ved infeksjon i lumbalvirvel;;
NCSP;NAS25;Incisjon/revisjon ved infeksjon i cerv/torakal/lumbalvirvel;;
NCSP;NAS26;Incisjon og revisjon ved infeksjon i lumbosakralvirvel;;
NCSP;NAS40;Incisjon/revisjon/terapeutisk substans artritt i cervkolumna;;
NCSP;NAS41;Incisjon/revisjon/terap subst artritt i cerv/torakalkolumna;;
NCSP;NAS42;Incisjon/revisjon/terap subst ved artritt i torakalkolumna;;
NCSP;NAS43;Incisjon/revisjon/terap subst artritt i torakal/lumbalkol;;
NCSP;NAS44;Incisjon/revisjon/terap substans ved artritt i lumbalkolumna;;
NCSP;NAS45;Incisjon/revisjon/terap subst artritt cerv/torakal/lumbalkol;;
NCSP;NAS46;Incisjon/revisjon/terap subst v artritt i lumbosakralkolumna;;
NCSP;NAS50;Incisjon/revisjon/terap subst ved infeksjon i cervikalvirvel;;
NCSP;NAS51;Incisjon/revisjon/terap subst infeksjon cerv/torakalvirvel;;
NCSP;NAS52;Incisjon/revisjon/terap subst ved infeksjon i torakalvirvel;;
NCSP;NAS53;Incisjon/revisjon/terap subst infeksjon i torak/lumbalvirvel;;
NCSP;NAS54;Incisjon/revisjon/terap subst ved infeksjon i lumbalvirvel;;
NCSP;NAS55;Incisjon/revisjon/terap subst infek cerv/torak/lumbalvirvel;;
NCSP;NAS56;Incisjon/revisjon/terap subst infeksjon lumbosakralvirvel;;
NCSP;NAS60;Incisjon/revisjon ved infeksjon i cervikal mellomvirvelskive;;
NCSP;NAS61;Incisjon/revisjon ved infek cervikal/torakal mvirvelskive;;
NCSP;NAS62;Incisjon/revisjon ved infeksjon i torakal mellomvirvelskive;;
NCSP;NAS63;Incisjon/revisjon ved infek torakal/lumbal mellomvirvelskive;;
NCSP;NAS64;Incisjon/revisjon ved infeksjon i lumbal mellomvirvelskive;;
NCSP;NAS65;Incisjon/rev infek cervikal/torakal/lumbal mellomvirvelskive;;
NCSP;NAS66;Incisjon/revisjon infeksjon i lumbosakral mellomvirvelskive;;
NCSP;NAS90;Annen op for infeksjon i sene/ledd/skive/bein cervkolumna;;
NCSP;NAS91;Annen op for infeksjon sene/ledd/skive/bein cerv/torakalkol;;
NCSP;NAS92;Annen op for infeksjon i sene/ledd/skive/bein torakalkolumna;;
NCSP;NAS93;Annen op for infek sene/ledd/skive/bein torak/lumbalkolumna;;
NCSP;NAS94;Annen op for infeksjon i sene/ledd/skive/bein lumbalkolumna;;
NCSP;NAS95;Annen op infek i sene/ledd/skive/bein cerv/torak/lumbkolumna;;
NCSP;NAS96;Annen op for infek i sene/ledd/skive/bein lumbosakralkolumna;;
NCSP;NAT00;Fjerning av fremmedlegeme fra vev i cervikalkolumna;;
NCSP;NAT01;Fj av fremmedlegeme fra vev i cervikal- og torakalkolumna;;
NCSP;NAT02;Fjerning av fremmedlegeme fra vev i torakalkolumna;;
NCSP;NAT03;Fj av fremmedlegeme fra vev i torakal- og lumbalkolumna;;
NCSP;NAT04;Fjerning av fremmedlegeme fra vev i lumbalkolumna;;
NCSP;NAT05;Fj av fremmedlegeme fra vev i cervikal/torakal/lumbalkolumna;;
NCSP;NAT06;Fjerning av fremmedlegeme fra vev i lumbosakralkolumna;;
NCSP;NAT10;Fremre korreksjon av cervikalkolumna med internt instrument;;
NCSP;NAT11;Fremre korreksjon cervikal/torakalkolumna internt instrument;;
NCSP;NAT12;Fremre korreksjon av torakalkolumna med internt instrument;;
NCSP;NAT13;Fremre korreksjon torakal/lumbalkolumna internt instrument;;
NCSP;NAT14;Fremre korreksjon av lumbalkolumna med internt instrument;;
NCSP;NAT15;Fremre korreksjon cerv/torak/lumbkolumna internt instrument;;
NCSP;NAT16;Fremre korreksjon lumbosakralkolumna med internt instrument;;
NCSP;NAT20;Bakre korreksjon av cervikalkolumna med internt instrument;;
NCSP;NAT21;Bakre korreksjon cerv/torakalkolumna med internt instrument;;
NCSP;NAT22;Bakre korreksjon av torakalkolumna med internt instrument;;
NCSP;NAT23;Bakre korreksjon torak/lumbalkolumna med internt instrument;;
NCSP;NAT24;Bakre korreksjon av lumbalkolumna med internt instrument;;
NCSP;NAT25;Bakre korreksjon cerv/torak/lumbalkolumna internt instrument;;
NCSP;NAT26;Bakre korreksjon lumbosakralkolumna med internt instrument;;
NCSP;NAT90;Annen operasjon på cervikalkolumna;;
NCSP;NAT91;Annen operasjon på cervikal- og torakalkolumna;;
NCSP;NAT92;Annen operasjon på torakalkolumna;;
NCSP;NAT93;Annen operasjon på torakal- og lumbalkolumna;;
NCSP;NAT94;Annen operasjon på lumbalkolumna;;
NCSP;NAT95;Annen operasjon på cervikal-, torakal- og lumbalkolumna;;
NCSP;NAT96;Annen operasjon på lumbosakralkolumna;;
NCSP;NAU39;Fjerning av eksternt fiksasjonsutstyr fra kolumna;;
NCSP;NAU49;Fjerning av osteosyntesemateriale fra kolumna;;
NCSP;NAU89;Fjerning av terapeutisk substans etter infekbeh i kolumna;;
NCSP;NAU99;Fjerning av annet implantat fra kolumna;;
NCSP;NAW49;Reoperasjon for sårruptur etter inngrep på kolumna;;
NCSP;NAW59;Reoperasjon for overfladisk infeksjon e/ inngrep på kolumna;;
NCSP;NAW69;Reoperasjon for dyp infeksjon etter inngrep på kolumna;;
NCSP;NAW79;Reoperasjon for overfladisk blødning e/ inngrep på kolumna;;
NCSP;NAW89;Reoperasjon for dyp blødning etter inngrep på kolumna;;
NCSP;NAW99;Annen reoperasjon etter inngrep på kolumna;;
NCSP;NAX00;Punksjon eller nålebiopsi av bløtdeler i kolumna;;
NCSP;NAX05;Enkel incisjon i bløtdeler i kolumna;;
NCSP;NAX10;Artrocentese i kolumna;;
NCSP;NAX11;Injeksjon av terapeutisk substans i ledd i kolumna;;
NCSP;NAX31;Prefabrikert ortose på kolumna;;
NCSP;NAX34;Stor gipsbandasje på kolumna;;
NCSP;NAX39;Annen ortopedisk bandasje på kolumna;;
NCSP;NAX40;Ekstern strekkbehandling på kolumna;;
NCSP;NAX50;Implantasjon av skjelettmarkør i kolumna;;
NCSP;NBA00;Perkutan eksplorasjon av bløtdeler i skulder eller overarm;;
NCSP;NBA02;Åpen eksplorasjon av bløtdeler i skulder eller overarm;;
NCSP;NBA10;Perkutan eksplorasjon av ledd i skulder;;
NCSP;NBA11;Artroskopi i skulder;;
NCSP;NBA12;Artrotomi i skulder;;
NCSP;NBA20;Perkutan biopsi av bløtdeler/ledd i skulder eller overarm;;
NCSP;NBA21;Artroskopisk biopsi i skulder;;
NCSP;NBA22;Åpen biopsi av bløtdeler eller ledd i skulder eller overarm;;
NCSP;NBA30;Perkutan biopsi av bein i skulder eller overarm;;
NCSP;NBA32;Åpen biopsi av bein i skulder eller overarm;;
NCSP;NBB01;Implant proks primær humeroscapular delprotese uten sement;;
NCSP;NBB02;Implant dist primær humeroscapular delprotese uten sement;;
NCSP;NBB11;Implant proks primær humeroscapular delprotese med sement;;
NCSP;NBB12;Implant dist primær humeroscapular delprotese med sement;;
NCSP;NBB20;Implantasjon primær humeroscapular totalprotese uten sement;;
NCSP;NBB30;Implant primær humeroscapular totalprotese hybrid teknikk;;
NCSP;NBB40;Implantasjon primær humeroscapular totalprotese med sement;;
NCSP;NBB59;Impl av primær interposisjonsprotese i humeroscapularledd;;
NCSP;NBB70;Impl av primær tot rekonstruksjonsprot i humeroscapularledd;;
NCSP;NBB71;Rekonstruksjon av glenoid med protese;;
NCSP;NBB72;Impl av primær rekonstr.protese i proks humerus inkl.delprot;;
NCSP;NBB75;Implantasjon av primært diafyseimplantat i humerus;;
NCSP;NBB76;Impl.primær distal humerusrekonstr.protese komb.m/albueledd;;
NCSP;NBB77;Implant. primær total humerusrekon.prot.m/skulder+albueledd;;
NCSP;NBB78;Implantasjon av primær vokseprotese i skulder eller overarm;;
NCSP;NBB99;Annen implantasjon av primær protese i skulderledd;;
NCSP;NBC01;Implant proks sekundær humeroscapular delprotese uten sement;;
NCSP;NBC02;Implant dist sekundær humeroscapular delprotese uten sement;;
NCSP;NBC11;Implant proks sekundær humeroscapular delprotese med sement;;
NCSP;NBC12;Implant distal sekundær humeroscapular delprotese med sement;;
NCSP;NBC20;Implant sekundær humeroscapular totalprotese uten sement;;
NCSP;NBC30;Implant sekundær humeroscapular totalprotese hybrid teknikk;;
NCSP;NBC40;Implantasjon sekundær humeroscapular totalprotese med sement;;
NCSP;NBC59;Implantasjon sekundær humeroscapular interposisjonsprotese;;
NCSP;NBC70;Impl av sekundær tot rekonstruksjonsprot i humeroscapularled;;
NCSP;NBC71;Implant av sekundær rekonstruksjon av glenoid med protese;;
NCSP;NBC72;Implant av sekundær proks humerusrekonstruk. inkl leddprot;;
NCSP;NBC75;Implantasjon av sekundært diafyseimplantat i humerus;;
NCSP;NBC76;Impl av sekundær dist humerusrekonstruk. komb med albueled;;
NCSP;NBC77;Implant.sekundær tot. humerusrekon.prot. m/skulder+albueledd;;
NCSP;NBC78;Sekundær implantasjon av vokseprotese ;;
NCSP;NBC99;Annen implantasjon av sekundær protese i skulderledd;;
NCSP;NBE01;Endoskopisk incisjon eller sutur av leddkapsel i skulder;;
NCSP;NBE02;Åpen incisjon eller sutur av leddkapsel i skulder;;
NCSP;NBE11;Endoskopisk deling eller eksisjon av ligament i skulder;;
NCSP;NBE12;Åpen deling eller eksisjon av ligament i skulder;;
NCSP;NBE21;Endoskopisk sutur eller reinserering av ligament i skulder;;
NCSP;NBE22;Åpen sutur eller reinserering av ligament i skulder;;
NCSP;NBE31;Endoskopisk transposisjon av ligament i skulder;;
NCSP;NBE32;Åpen transposisjon av ligament i skulder;;
NCSP;NBE41;Endoskopisk rekonstr ligam/leddkapsel skulder u/ protesemat;;
NCSP;NBE42;Åpen rekonstr ligament/leddkapsel i skulder uten protesemat;;
NCSP;NBE51;Endoskopisk rekonstr ligam/leddkapsel skulder m/ protesemat;;
NCSP;NBE52;Åpen rekonstr ligament/leddkapsel i skulder med protesemater;;
NCSP;NBE91;Annen endoskopisk operasjon på leddkapsel/ligament i skulder;;
NCSP;NBE92;Annen åpen operasjon på leddkapsel eller ligament i skulder;;
NCSP;NBF01;Endoskopisk total humeroskapulær synovektomi;;
NCSP;NBF02;Åpen total humeroskapulær synovektomi;;
NCSP;NBF11;Endoskopisk partiell humeroskapulær synovektomi;;
NCSP;NBF12;Åpen partiell humeroskapulær synovektomi;;
NCSP;NBF21;Endoskopisk fiksasjon av leddflatefragment i skulder;;
NCSP;NBF22;Åpen fiksasjon av leddflatefragment i skulder;;
NCSP;NBF31;Endoskopisk reseksjon av humeroskapulær leddbrusk;;
NCSP;NBF32;Åpen reseksjon av humeroskapulær leddbrusk;;
NCSP;NBF91;Annen endoskopisk op på synovialhinne/leddflate i skulder;;
NCSP;NBF92;Annen åpen operasjon på synovialhinne/leddflate i skulder;;
NCSP;NBG09;Humeroskapulær eksisjonsartroplastikk;;
NCSP;NBG19;Humeroskapulær interposisjonsartroplastikk;;
NCSP;NBG29;Annen humeroskapulær artroplastikk uten protese;;
NCSP;NBG39;Artrodese i skulderledd uten fiksasjon;;
NCSP;NBG49;Artrodese av skulderledd med osteosyntese;;
NCSP;NBG59;Artrodese av skulderledd med ekstern fiksasjon;;
NCSP;NBG99;Annen eksisjon/rekonstruksjon/artrodese av skulderledd;;
NCMP;NBGX46;Kjemisk synoviortese av skulderledd;;
NCSP;NBH00;Lukket reposisjon av humeroskapulær luksasjon;;
NCSP;NBH02;Åpen reposisjon av humeroskapulær luksasjon;;
NCSP;NBH10;Lukket reposisjon av akromioklavikularluksasjon;;
NCSP;NBH12;Åpen reposisjon av akromioklavikularluksasjon;;
NCSP;NBH20;Lukket reposisjon av proteseluksasjon i skulderledd;;
NCSP;NBH22;Åpen reposisjon av proteseluksasjon i skulderledd;;
NCSP;NBH31;Endoskopisk adheranseløsning i skulderledd;;
NCSP;NBH32;Åpen adheranseløsning i skulderledd;;
NCSP;NBH41;Endoskopisk fjerning av fremmed/fritt legeme humeroscapledd;;
NCSP;NBH42;Åpen fjerning av fremmed/fritt legeme fra humeroscapularledd;;
NCSP;NBH51;Endoskopisk eksisj intraartik humeroscap eksostose/osteofytt;;
NCSP;NBH52;Åpen eksisjon intraartik humeroscapular eksostose/osteofytt;;
NCSP;NBH71;Endoskopisk operasjon for habituell skulderluksasjon;;
NCSP;NBH72;Operasjon for habituell skulderluksasjon;;
NCSP;NBH90;Annen perkutan operasjon på skulderledd;;
NCSP;NBH91;Annen endoskopisk operasjon på skulderledd;;
NCSP;NBH92;Annen åpen operasjon på skulderledd;;
NCSP;NBJ02;Lukket reposisjon av claviculafraktur;;
NCSP;NBJ03;Lukket reposisjon av scapulafractur;;
NCSP;NBJ04;Lukket reposisjon av fraktur i proksimale humerus;;
NCSP;NBJ05;Lukket reposisjon av fraktur i humerusskaft;;
NCSP;NBJ06;Lukket reposisjon av fraktur i distale humerus;;
NCSP;NBJ12;Åpen reposisjon av claviculafraktur;;
NCSP;NBJ13;Åpen reposisjon av scapulafraktur;;
NCSP;NBJ14;Åpen reposisjon av fraktur i proksimale humerus;;
NCSP;NBJ15;Åpen reposisjon av fraktur i humerusskaft;;
NCSP;NBJ16;Åpen reposisjon av fraktur i distale humerus;;
NCSP;NBJ22;Ekstern fiksasjon av claviculafraktur;;
NCSP;NBJ23;Ekstern fiksasjon av scapulafraktur;;
NCSP;NBJ24;Ekstern fiksasjon av fraktur i proksimale humerus;;
NCSP;NBJ25;Ekstern fiksasjon av fraktur i humerusskaft;;
NCSP;NBJ26;Ekstern fiksasjon av fraktur i distale humerus;;
NCSP;NBJ32;Osteosyntese av claviculafraktur med bioimplantat;;
NCSP;NBJ33;Osteosyntese av scapulafraktur med bioimplantat;;
NCSP;NBJ34;Osteosynt. av fraktur i proksimale humerus med bioimplantat;;
NCSP;NBJ35;Osteosyntese av fraktur i humerusskaft med bioimplantat;;
NCSP;NBJ36;Osteosyntese av fraktur i distale humerus med bioimplantat;;
NCSP;NBJ42;Osteosyntese av claviculafraktur metalltråd/cerclage/pinne;;
NCSP;NBJ43;Osteosyntese av scapulafraktur med metalltråd/cerclage/pinne;;
NCSP;NBJ44;Osteosynt. fraktur proks.humerus m/metalltråd/cerclage/pinne;;
NCSP;NBJ45;Osteosynt. fraktur humerusskaft m/metalltråd/cerclage/pinne;;
NCSP;NBJ46;Osteosynt. fraktur dist. humerus m/metalltråd/cerclage/pinne;;
NCSP;NBJ52;Osteosyntese av claviculafraktur med margnagle;;
NCSP;NBJ54;Osteosyntese av fraktur i proksimale humerus med margnagle;;
NCSP;NBJ55;Osteosyntese av fraktur i humerusskaft med margnagle;;
NCSP;NBJ56;Osteosyntese av fraktur i distale humerus med margnagle;;
NCSP;NBJ62;Osteosyntese av claviculafraktur med plate og skruer;;
NCSP;NBJ63;Osteosyntese av scapulafraktur med plate og skruer;;
NCSP;NBJ64;Osteosyntese av fraktur i proks. humerus med plate og skruer;;
NCSP;NBJ65;Osteosyntese av fraktur i humerusskaft med plate og skruer;;
NCSP;NBJ66;Osteosyntese av fraktur i dist. humerus med plate og skruer;;
NCSP;NBJ72;Osteosyntese av claviculafraktur med skruer;;
NCSP;NBJ73;Osteosyntese av scapulafraktur med skruer;;
NCSP;NBJ74;Osteosyntese av fraktur i proksimale humerus med skruer;;
NCSP;NBJ75;Osteosyntese av fraktur i humerusskaft med skruer;;
NCSP;NBJ76;Osteosyntese av fraktur i distale humerus med skruer;;
NCSP;NBJ82;Osteosyntese claviculafraktur med annet/kombinert materiale;;
NCSP;NBJ83;Osteosyntese av scapulafraktur med annet/kombinert materiale;;
NCSP;NBJ84;Osteosynt.fraktur proks.humerus m/annet/kombinert materiale;;
NCSP;NBJ85;Osteosynt.fraktur i humerusskaft m/annet/kombinert materiale;;
NCSP;NBJ86;Osteosynt.fraktur dist. humerus m/annet/kombinert materiale;;
NCSP;NBJ92;Annen operativ bruddbehandling i clavicula;;
NCSP;NBJ93;Annen operativ bruddbehandling i scapula;;
NCSP;NBJ94;Annen osteosyntese av fraktur i proksimale humerus;;
NCSP;NBJ95;Annen osteosyntese av fraktur i humerusskaft;;
NCSP;NBJ96;Annen osteosyntese av fraktur i distale humerus;;
NCSP;NBK01;Eksisjon av beinfragment i humerus;;
NCSP;NBK02;Eksisjon av beinfragment i clavicula;;
NCSP;NBK03;Eksisjon av beinfragment i scapula;;
NCSP;NBK11;Reseksjon eller eksisjon av humerus;;
NCSP;NBK12;Reseksjon eller eksisjon av clavicula;;
NCSP;NBK13;Reseksjon eller eksisjon av scapula;;
NCSP;NBK21;Fenestrasjon eller oppboring av humerus;;
NCSP;NBK22;Fenestrasjon eller oppboring av clavicula;;
NCSP;NBK23;Fenestrasjon eller oppboring av scapula;;
NCSP;NBK31;Utskraping av cyste i humerus;;
NCSP;NBK32;Utskraping av cyste i clavicula;;
NCSP;NBK33;Utskraping av cyste i scapula;;
NCSP;NBK41;Epifysiodese i humerus;;
NCSP;NBK42;Epifysiodese i clavicula;;
NCSP;NBK43;Epifysiodese i scapula;;
NCSP;NBK51;Osteotomi i humerus med aksekorreksjon/rotasjon/forskyvning;;
NCSP;NBK52;Osteotomi i clavicula aksekorreksjon/rotasjon/forskyvning;;
NCSP;NBK53;Osteotomi i scapula med aksekorreksjon/rotasjon/forskyvning;;
NCSP;NBK61;Osteotomi i humerus med forkorting eller forlengelse;;
NCSP;NBK62;Osteotomi i clavicula med forkorting eller forlengelse;;
NCSP;NBK63;Osteotomi i scapula med forkorting eller forlengelse;;
NCSP;NBK71;Beintransportoperasjon i humerus;;
NCSP;NBK72;Beintransportoperasjon i clavicula;;
NCSP;NBK73;Beintransportoperasjon i scapula;;
NCSP;NBK81;Epifysedistraksjon på humerus;;
NCSP;NBK91;Annen operasjon på bein i humerus;;
NCSP;NBK92;Annen operasjon på bein i clavicula;;
NCSP;NBK93;Annen operasjon på bein i scapula;;
NCSP;NBL09;Løsning av muskel i skulder eller overarm;;
NCSP;NBL19;Sutur eller rekonstruksjon av muskel i skulder eller overarm;;
NCSP;NBL29;Transposisjon av muskel i skulder eller overarm;;
NCSP;NBL39;Myotomi eller tenotomi i skulder eller overarm;;
NCSP;NBL49;Sutur eller reinserering av sene i skulder eller overarm;;
NCSP;NBL59;Tenolyse eller tenosynovektomi i skulder eller overarm;;
NCSP;NBL69;Tenodese/forkorting/forlengelse av sene i skulder/overarm;;
NCSP;NBL79;Eksisjon av muskel eller sene i skulder eller overarm;;
NCSP;NBL89;Transposisjon av sene i skulder eller overarm;;
NCSP;NBL99;Annen operasjon på muskel eller sene i skulder eller overarm;;
NCSP;NBM09;Fasciotomi i skulder eller overarm;;
NCSP;NBM19;Reseksjon eller eksisjon av fascie i skulder eller overarm;;
NCSP;NBM29;Sutur av fascie i skulder eller overarm;;
NCSP;NBM79;Eksisjon av bursa i skulder eller overarm;;
NCSP;NBM99;Annen operasjon på fascie/ganglion/bursa i skulder/overarm;;
NCSP;NBN09;Autotransplantasjon av bein til skulder eller overarm;;
NCSP;NBN19;Allotransplantasjon av bein til skulder eller overarm;;
