code;text
J01DC01;cefoxitin                                         
J01DC02;cefuroxim                                         
J01DC03;cefamandol                                        
J01DC04;cefaklor                                          
J01DC05;cefotetan                                         
J01DC06;cefonicid                                         
J01DC07;cefotiam                                          
J01DC08;lorakarbef                                        
J01DC09;cefmetazol                                        
J01DC10;cefprozil                                         
J01DC11;ceforanid
J01DC12;cefminox
J01DC13;cefbuperazon
J01DC14;flomoxef
J01DD;Tredje generasjon cefalosporiner
J01DD01;cefotaxim                                         
J01DD02;ceftazidim                                        
J01DD03;cefsulodin                                        
J01DD04;ceftriaxon                                        
J01DD05;cefmenoxim                                        
J01DD06;latamoxef                                         
J01DD07;ceftizoxim                                        
J01DD08;cefixim                                           
J01DD09;cefodizim                                         
J01DD10;cefetamet                                         
J01DD11;cefpiramid                                        
J01DD12;cefoperazon                                       
J01DD13;cefpodoxim                                        
J01DD14;ceftibuten                                        
J01DD15;cefdinir                                          
J01DD16;cefditoren
J01DD17;cefkapen
J01DD51;cefotaxim og beta-laktamasehemmer
J01DD52;ceftazidim og beta-laktamasehemmer
J01DD54;ceftriaxon, kombinasjoner                         
J01DD62;cefoperazon og beta-laktamasehemmer
J01DD63;ceftriaxon og beta-laktamasehemmer
J01DE;Fjerde generasjon cefalasporiner
J01DE01;cefepim                                           
J01DE02;cefpirom                                          
J01DE03;cefozopran
J01DF;Monobaktamer                                      
J01DF01;aztreonam                                         
J01DF02;carumonam
J01DH;Karbapenemer                                      
J01DH02;meropenem                                         
J01DH03;ertapenem
J01DH04;doripenem
J01DH05;biapenem
J01DH51;imipenem og cilastatin
J01DH55;panipenem og betamipron
J01DI;Andre cefalosporiner og penemer
J01DI01;ceftobiprol medokaril
J01DI02;ceftarolin fosamil
J01DI03;faropenem
J01DI54;ceftolozan og beta-laktamasehemmer
J01E;Sulfonamider og trimetoprim
J01EA;Trimetoprim og derivater                          
J01EA01;trimetoprim                                       
J01EA02;brodimoprim                                       
J01EA03;iklaprim
J01EB;Sulfonamider med kort virketid                    
J01EB01;sulfaisodimidin                                   
J01EB02;sulfametizol                                      
J01EB03;sulfadimidin                                      
J01EB04;sulfapyridin                                      
J01EB05;sulfafurazol                                      
J01EB06;sulfanilamid                                      
J01EB07;sulfatiazol                                       
J01EB08;sulfatiourea                                      
J01EB20;kombinasjoner                                     
J01EC;Sulfonamider med middels lang virketid            
J01EC01;sulfametoxazol                                    
J01EC02;sulfadiazin                                       
J01EC03;sulfamoxol                                        
J01EC20;kombinasjoner                                     
J01ED;Sulfonamider med lang virketid                    
J01ED01;sulfadimetoksin                                   
J01ED02;sulfalen                                          
J01ED03;sulfametomidin                                    
J01ED04;sulfametoxydiazin                                
J01ED05;sulfametoxypyridazin                             
J01ED06;sulfaperin                                        
J01ED07;sulfamerazin                                      
J01ED08;sulfafenazol                                      
J01ED09;sulfamazon                                        
J01ED20;kombinasjoner                                     
J01EE;Kombinasjoner av sulfonamider og trimetoprim, inkl. derivater
J01EE01;sulfametoxazol og trimetoprim                     
J01EE02;sulfadiazin og trimetoprim                        
J01EE03;sulfametrol og trimetoprim                        
J01EE04;sulfamoxol og trimetoprim                         
J01EE05;sulfadimidin og trimetoprim                      
J01EE06;sulfadiazin og tetroksoprim
J01EE07;sulfamerazin og trimetoprim
J01F;Makrolider, linkosamider og streptograminer
J01FA;Makrolider                                        
J01FA01;erytromycin                                       
J01FA02;spiramycin                                        
J01FA03;midekamycin                                       
J01FA05;oleandomycin                                      
J01FA06;roxitromycin                                      
J01FA07;josamycin                                         
J01FA08;troleandomycin                                    
J01FA09;klaritromycin                                     
J01FA10;azitromycin                                       
J01FA11;miokamycin                                        
J01FA12;rokitamycin                                       
J01FA13;diritromycin                                      
J01FA14;fluritromycin                                     
J01FA15;telitromycin
J01FA16;solitromycin
J01FF;Linkosamider                                      
J01FF01;Klindamycin                                       
J01FF02;linkomycin                                        
J01FG;Streptograminer                                   
J01FG01;pristinamycin                                     
J01FG02;kinupristin/dalfopristin                          
J01G;Aminoglykosider
J01GA;Streptomyciner                                    
J01GA01;streptomycin                                      
J01GA02;streptoduocin                                     
J01GB;Andre aminoglykosider                             
J01GB01;tobramycin                                        
J01GB03;gentamicin                                        
J01GB04;kanamycin                                         
J01GB05;neomycin                                          
J01GB06;amikacin                                          
J01GB07;netilmicin                                        
J01GB08;sisomicin                                         
J01GB09;dibekacin                                         
J01GB10;ribostamycin                                      
J01GB11;isepamicin                                        
J01GB12;arbekacin
J01GB13;bekanamycin
J01M;Kinoloner
J01MA;Fluorokinoloner                                   
J01MA01;ofloxacin                                         
J01MA02;ciprofloxacin                                     
J01MA03;pefloxacin                                        
J01MA04;enoxacin                                          
J01MA05;temafloxacin                                      
J01MA06;norfloxacin                                       
J01MA07;lomefloxacin                                      
J01MA08;fleroxacin                                        
J01MA09;sparfloxacin                                      
J01MA10;rufloxacin                                        
J01MA11;grepafloxacin                                    
J01MA12;levofloxacin                                     
J01MA13;trovafloxacin                                    
J01MA14;moxifloxacin                                     
J01MA15;gemifloxacin                                     
J01MA16;gatifloxacin                                     
J01MA17;prulifloxacin
J01MA18;pazufloxacin
J01MA19;garenoxacin
J01MA21;sitafloksacin
J01MB;Andre kinoloner                                   
J01MB01;rosoxacin                                         
J01MB02;nalidixinsyre                                    
J01MB03;piromidinsyre                                     
J01MB04;pipemidinsyre                                     
J01MB05;oxolinsyre                                       
J01MB06;cinoxacin                                        
J01MB07;flumequin                                         
J01MB08;nemonoksacin
J01R;Kombinasjoner av antibakterielle midler
J01RA;Kombinasjoner av antibakterielle midler            
J01RA01;penicillin kombinasjoner med andre antibakterielle midler  
J01RA02;sulfonamider, kombinasjoner med andre antibakterielle midler unntatt trimetoprim
J01RA03;cefuroxim og metronidazol
J01RA04;spiramycin og metronidazol
J01RA05;levofloksacin og ornidazol
J01RA06;cefepim og amikacin
J01RA07;azitromycin, flukonazol og seknidazol
J01RA08;tetracyklin og oleandomycin
J01RA09;ofloxacin og ornidazol
J01RA10;ciprofloxacin og metronidazol
J01RA11;ciprofloxacin og tinidazol
J01RA12;ciprofloxacin og ornidazol
J01RA13;norfloxacin og tinidazol
J01X;Andre antibakterielle midler
J01XA;Glykopeptid antibakterielle midler                 
J01XA01;vankomycin                                        
J01XA02;teikoplanin                                       
J01XA03;telavancin
J01XA04;dalbavancin
J01XA05;oritavancin
J01XB;Polymyxiner                                       
J01XB01;kolistin                                          
J01XB02;polymyxin B                                       
J01XC;Steroid antibakterielle midler                     
J01XC01;fusidinsyre                                       
J01XD;Imidazolderivater                                 
J01XD01;metronidazol                                      
J01XD02;tinidazol                                         
J01XD03;ornidazol                                         
J01XE;Nitrofuranderivater                               
J01XE01;nitrofurantoin                                    
J01XE02;nifurtoinol                                       
J01XE03;furazidin
J01XE51;nitrofurantoin, kombinasjoner
J01XX;Andre antibakterielle midler                       
J01XX01;fosfomycin                                        
J01XX02;xibornol                                          
J01XX03;klofoktol                                         
J01XX04;spektinomycin                                     
J01XX05;metenamin                                         
J01XX06;mandelsyre                                        
J01XX07;nitroksolin                                       
J01XX08;linezolid                                         
J01XX09;daptomycin
J01XX10;bacitracin
J01XX11;tedizolid
J02;Antimykotika til systemisk bruk
J02A;Antimykotika til systemisk bruk
J02AA;Antibiotika                                       
J02AA01;amfotericin B
J02AA02;hachimycin                                        
J02AB;Imidazolderivater                                 
J02AB01;mikonazol                                         
J02AB02;ketokonazol                                       
J02AC;Triazolderivater                                  
J02AC01;flukonazol                                        
J02AC02;itrakonazol                                       
J02AC03;vorikonazol
J02AC04;posakonazol
J02AC05;isavukonazol
J02AX;Andre antimykotika til systemisk bruk             
J02AX01;flucytosin                                        
J02AX04;kaspofungin                                       
J02AX05;mikafungin
J02AX06;anidulafungin
J04;Antimykobakterielle midler    
J04A;Midler til behandling av tuberkulose
J04AA;Aminosalylforbindelser                            
J04AA01;aminosalyl                                        
J04AA02;aminosalylnatrium                                 
J04AA03;aminosalylkalsium                                 
J04AB;Antibiotika                                       
J04AB01;cykloserin                                        
J04AB02;rifampicin                                        
J04AB03;rifamycin                                         
J04AB04;rifabutin                                         
J04AB05;rifapentin
J04AB30;kapreomycin                                       
J04AC;Hydrazider                                        
J04AC01;isoniazid                                         
J04AC51;isoniazid, kombinasjoner                          
J04AD;Tiokarbamidderivater                              
J04AD01;protionamid                                       
J04AD02;tiokarlid                                         
J04AD03;etionamid                                         
J04AK;Andre midler til behandling av tuberkulose        
J04AK01;pyrazinamid                                       
J04AK02;etambutol                                         
J04AK03;terizidon                                         
J04AK04;morinamid                                         
J04AK05;bedakvilin
J04AK06;delamanid
J04AK07;tioacetazon
J04AM;Midler til behandling av tuberkulose, kombinasjoner
J04AM01;streptomycin og isoniazid
J04AM02;rifampicin og isoniazid
J04AM03;etambutol og isoniazid              
J04AM04;tioacetazon og isoniazid  
J04AM05;rifampicin, pyrazinamid og isoniazid
J04AM06;rifampicin, pyrazinamid, etambutol og isoniazid
J04B;Midler til behandling av lepra
J04BA;Midler til behandling av lepra                    
J04BA01;kofazimin                                        
J04BA02;dapson                                            
J04BA03;aldesulfonnatrium                                 
J05;Antivirale midler til systemisk bruk
J05A;Direktevirkende antivirale midler
J05AA;Tiosemikarbazoner                                 
J05AA01;metisazon                                         
J05AB;Nukleosider og nukleotider unntatt reverstranskriptase-hemmere
J05AB01;aciklovir                                         
J05AB02;idoxuridin                                        
J05AB03;vidarabin                                         
J05AB06;ganciklovir                                       
J05AB09;famciklovir                                       
J05AB11;valaciklovir                                      
J05AB12;cidofovir                                         
J05AB13;penciklovir                                       
J05AB14;valganciklovir
J05AB15;brivudin
J05AC;Cykliske aminer                                   
J05AC02;rimantadin                                        
J05AC03;tromantadin                                       
J05AD;Fosfonsyrederivater                               
J05AD01;foscarnet                                         
J05AD02;fosfonet                                          
J05AE;Proteasehemmere                                  
J05AE01;saquinavir                                        
J05AE02;indinavir                                         
J05AE03;ritonavir                                         
J05AE04;nelfinavir                                        
J05AE05;amprenavir                                        
J05AE07;fosamprenavir
J05AE08;atazanavir
J05AE09;tipranavir
J05AE10;darunavir
J05AF;Nukleosid og nukleotid reverstranskriptase-hemmere     
J05AF01;zidovudin                                         
J05AF02;didanosin                                         
J05AF03;zalcitabin                                        
J05AF04;stavudin                                          
J05AF05;lamivudin                                         
J05AF06;abakavir                                          
J05AF07;tenofovirdisoproxil
J05AF08;adefovir dipivoxil
J05AF09;emtricitabin
J05AF10;entekavir
J05AF11;telbivudine
J05AF12;klevudin
J05AF13;tenofoviralafenamid
J05AG;Ikke-nukleosid reverstranskriptasehemmere
J05AG01;nevirapin                                         
J05AG02;delavirdin                                        
J05AG03;efavirenz                                         
J05AG04;etravirin
J05AG05;rilpivirin
J05AH;Neuraminidasehemmere                              
J05AH01;zanamivir                                         
J05AH02;oseltamivir                                       
J05AP;Antivirale midler til behandling av HCV infeksjoner
J05AP01;ribavirin                                         
J05AP02;telaprevir
J05AP03;boceprevir
J05AP04;faldaprevir
J05AP05;simeprevir
J05AP06;asunaprevir
J05AP07;daklatasvir
J05AP08;sofosbuvir
J05AP09;dasabuvir
J05AP51;sofosbuvir og ledipasvir
J05AP52;dasabuvir, ombitasvir, paritaprevir og ritonavir
J05AP53;ombitasvir , paritaprevir og ritonavir
J05AP54;elbasvir og grazoprevir
J05AP55;sofosbuvir og velpatasvir
J05AP56;sofosbuvir, velpatasvir og voksilaprevir
J05AR;Antivirale midler til behandling av HIV infeksjoner, kombinasjoner
J05AR01;ziduvudin og lamivudin
J05AR02;lamivudin og abacavir
J05AR03;tenofovirdisoproxil og emtricitabin
J05AR04;zidovudin, lamivudin og abacavir
J05AR05;zidovudin, lamivudin og nevirapin
J05AR06;emtricitabin, tenofovirdisoproxil og efavirenz
J05AR07;stavudin, lamivudin og nevirapin
J05AR08;emtricitabin, tenofovirdisoproxil og rilpivirin
J05AR09;emtricitabin, tenofovirdisoproksil, elvitegravir og kobicistat
J05AR10;lopinavir og ritonavir                          
J05AR11;lamivudin, tenofovirdisoproxil og efavirenz
J05AR12;lamivudin og tenofovirdisoproxil
J05AR13;lamivudin, abakavir og dolutegravir
J05AR14;darunavir og kobicistat
J05AR15;atazanavir og kobicistat
J05AR16;lamivudin og raltegravir
J05AR17;emtricitabin og tenofoviralafenamid
J05AR18;emtricitabin, tenofoviralafenamid, elvitegravir og kobicistat
J05AR19;emtricitabin, tenofoviralafenamid og rilpivirin
J05AR20;emtricitabin, tenofoviralafenamid og biktegravir
J05AR21;dolutegravir og rilpivirin
J05AR22;emtricitabin, tenofoviralafenamid, darunavir og kobicistat
J05AX;Andre antivirale midler                            
J05AX01;moroksydin                                        
J05AX02;lysosym                                           
J05AX05;inosin pranobex                                   
J05AX06;plekonaril
J05AX07;enfuvirtid
J05AX08;raltegravir
J05AX09;maraviroc
J05AX10;maribavir
J05AX11;elvitegravir
J05AX12;dolutegravir
J05AX13;umifenovir  
J06;Immunsera og immunglobuliner
J06A;Immunsera
J06AA;Immunsera                                         
J06AA01;difteri antitoksin                                
J06AA02;tetanus antitoksin                                
J06AA03;slangegiftantiserum                               
J06AA04;botulinum antitoksin                                
J06AA05;gas-gangrenserum                                  
J06AA06;rabies serum                                      
J06B;Immunglobuliner
J06BA;Immunglobulin, normal human                       
J06BA01;immunglobulin, normal human, til ekstravaskulær adm 
J06BA02;immunglobulin, normal human, til intravaskulær adm.  
J06BB;Spesifikke immunglobuliner                        
J06BB01;immunglobulin mot rh-immunisering                            
J06BB02;immunglobulin mot stivkrampe                                 
J06BB03;immunglobulin mot vannkopper/helvetesild
J06BB04;immunglobulin mot hepatitt B                              
J06BB05;immunglobulin mot hundegalskap                               
J06BB06;immunglobulin mot røde hunder                                
J06BB07;immunglobulin mot kukopper                                   
J06BB08;immunglobulin mot stafylokokker                         
J06BB09;immunglobulin mot cytomegalovirus                     
J06BB10;immunglobulin mot difteri                                    
J06BB11;immunglobulin mot hepatitt A                            
J06BB12;immunglobulin mot encefalitt, skogflåttbåren 
J06BB13;immunglobulin mot kikhoste                                   
J06BB14;immunglobulin mot meslinger                                  
J06BB15;immunglobulin mot kusma                                      
J06BB16;palivizumab                                       
J06BB17;motavizumab
J06BB18;raxibakumab
J06BB19;anthrax immunglobulin
J06BB21;bezlotoksumab
J06BB22;obiltoksaksimab
J06BB30;kombinasjoner                                     
J06BC;Andre immunglobuliner                             
J06BC01;nebakumab                                         
J07;Vaksiner                                      
J07A;Bakterievaksiner
J07AC;Anthraxvaksiner                                   
J07AC01;anthraxantigen                                    
J07AD;Brucellosisvaksiner                               
J07AD01;brucellaantigen                                   
J07AE;Koleravaksiner                                    
J07AE01;kolera, inaktivert, helcelle                      
J07AE02;kolera, levende, svekket                          
J07AE51;kolera, kombinasjoner med tyfoid vaksine, inaktivert, helcelle
J07AF;Difterivaksiner                                   
J07AF01;difteritoksoid                                    
J07AG;hemophilus influenzae B vaksiner                  
J07AG01;hemophilus influenzae B, renset antigen konjugert 
J07AG51;hemophilus influenzae B, kombinasjoner med toksoider       
J07AG52;hemophilus influenzae B, kombinasjoner med pertussis og toxoider 
J07AG53;hemophilus influenzae B, kombinasjoner med meningokokk C, konjugert
J07AH;Meningokokkvaksiner                               
J07AH01;meningokokk A, renset polysakkarid antigen        
J07AH02;andre meningokokk monovalent, renset polysakkarid antigen
J07AH03;meningokokk A,C, divalent renset polysakkarid antigen    
J07AH04;meningokokk A,C,Y,W-135, tetravalent renset polysakkarid antigen 
J07AH05;andre meningokokk polyvalent renset polysakkarid antigen
J07AH06;meningokokk B, yttermembran vesikkel vaksine      
J07AH07;meningokokk C, renset polysakkarid antigen konjugert        
J07AH08;meningokokk A,C,Y,W-135, tetravalent renset polysakkarid antigen konjugert 
J07AH09;meningokokk B, mulitkomponent vaksine
J07AH10;meningokokk A, renset polysakkarid antigen konjugert
J07AJ;Kikhostevaksiner                                  
J07AJ01;kikhoste, inaktivert, helcelle                    
J07AJ02;kikhoste, renset antigen                          
J07AJ51;kikhoste, inaktivert, helcelle, kombinasjoner med toksoider 
J07AJ52;kikhoste, renset antigen, kombinasjoner med toksoider     
J07AK;Pestvaksiner                                      
J07AK01;pest, inaktivert, helcelle                        
J07AL;Pneumokokkvaksiner                                 
J07AL01;pneumokokk, renset polysakkarid antigen           
J07AL02;pneumokokk, renset polysakkarid antigen konjugert
J07AL52;pneumokokk, renset polysakkarid antigen og hemophilus influenzae, konjugert
J07AM;Tetanusvaksiner
J07AM01;tetanustoksoid                                    
J07AM51;tetanustoksoid, kombinasjoner med difteritoksoid           
J07AM52;tetanustoksoid, kombinasjoner med tetanus immunglobulin   
J07AN;Tuberkulose vaksiner                              
J07AN01;tuberkulose, levende, svekket                     
J07AP;Tyfoidvaksiner                                    
J07AP01;tyfoid, oral, levende, svekket                    
J07AP02;tyfoid, inaktivert, helcelle                      
J07AP03;tyfoid, renset polysakkarid antigen               
J07AP10;tyfoid, kombinasjoner med paratyfoide varianter           
J07AR;Typhus (exanthermaticus) vaksiner
J07AR01;typhus exanthematicus, inaktivert, helcelle       
J07AX;Andre bakterievaksiner                            
J07B;Virusvaksiner
J07BA;Encefalittvaksiner                                
J07BA01;encefalitt, skogflåttbåren, inaktivert helvirus     
J07BA02;japansk encefalitt, inaktivert helvirus           
J07BA03;japansk encefalitt, levende, svekket
J07BB;Influensavaksiner                                 
J07BB01;influensa, inaktivert, helvirus                   
J07BB02;influensa, inaktivert, split virus eller renset antigen                         
J07BB03;influensa, levende, svekket
J07BC;Hepatittvaksiner                                  
J07BC01;hepatitt B, renset antigen                        
J07BC02;hepatitt A, inaktivert, helvirus                   
J07BC20;kombinasjoner                                     
J07BD;Meslingvaksiner                                  
J07BD01;meslinger, levende, svekket                          
J07BD51;meslinger, kombinasjoner med kusma, levende svekket       
J07BD52;meslinger, kombinasjoner med kusma og rubella, levende svekket
J07BD53;meslinger, kombinasjoner med rubella, levende svekket     
J07BD54;meslinger, kombinasjoner med kusma, rubella og varicella, levende svekket
J07BE;Kusmavaksiner                                     
J07BE01;kusma, levende, svekket                          
J07BF;Poliomyelittvaksiner                              
J07BF01;poliomyelitt oral, monovalent, levende, svekket   
J07BF02;poliomyelitt oral, trivalent, levende, svekket    
J07BF03;poliomyelitt, trivalent, inaktivert helvirus       
J07BF04;poliomyelitt oral, bivalent, levende svekket    
J07BG;Rabiesvaksiner
J07BG01;rabies, inaktivert, helvirus                      
J07BH;Rotavirusvaksiner                                        
J07BH01;rota virus, levende, svekket                      
J07BH02;rotavirus, femverdig, levende, assorterte
J07BJ;Rubellavaksiner                                   
J07BJ01;rubella, levende, svekket                          
J07BJ51;rubella, kombinert med kusma, levende svekket     
J07BK;Varicella zoster vaksiner
J07BK01;varicella, levende, svekket                       
J07BK02;zoster, levende svekket
J07BK03;zoster, renset antigen
J07BL;Gulfebervaksiner                                  
J07BL01;gulfeber, levende, svekket                        
J07BM;Papillomavirus vaksiner
J07BM01;papillomavirus (human type 6,11,16,18)
J07BM02;papillomavirus (human type 16,18)
J07BM03;papillomavirus (human type 6, 11, 16, 18, 31, 33, 45, 52, 58)
J07BX;Andre virusvaksiner                               
J07BX01;kopper, levende, svekket 
J07C;Bakterie - og virusvaksiner, kombinert
J07CA;Bakterie - og virusvaksiner, kombinert            
J07CA01;difteri-poliomyelitt-tetanus                       
J07CA02;difteri-kikhoste-poliomyelitt-tetanus             
J07CA03;difteri-rubella-tetanus                           
J07CA04;hemophilus influenzae B og poliomyelitt           
J07CA05;difteri-hepatitt B-kikhoste-tetanus               
J07CA06;difteri-hemophilus influenzae B-kikhoste-poliomyelitt-tetanus
J07CA07;difteri-hepatitt B-tetanus                        
J07CA08;hemophilus influenzae B og hepatitt B             
J07CA09;difteri-hemophilus influenzae B-kikhoste-poliomyelitt-tetanus-hepatitt B
J07CA10;tyfoid-hepatitt A
J07CA11;difteri-hemophilus influenzae B-kikhoste-tetanus-hepatitt B
J07CA12;difteri-kikhoste-poliomyelitt-tetanus-hepatitt B
J07CA13;difteri-hemophilus influenzae B-kikhoste-tetanus-hepatitt B-meningokokk A+C
J07X;Andre vaksiner
L;Antineoplastiske og immunmodulerende midler       
L01;Antineoplastiske midler             
L01A;Alkyleringsmidler 
L01AA;Sennepsgassanaloger                               
L01AA01;syklofosfamid                                    
L01AA02;klorambucil                                       
L01AA03;melfalan                                          
L01AA05;klormetin                                         
L01AA06;ifosfamid                                         
L01AA07;trofosfamid                                       
L01AA08;prednimustin                                      
L01AA09;bendamustin
L01AB;Alkylsulfonater                                   
L01AB01;busulfan                                          
L01AB02;treosulfan                                        
L01AB03;mannosulfan                                       
L01AC;Etyleniminer                                      
L01AC01;tiotepa                                           
L01AC02;triazikon                                         
L01AC03;karbokon                                          
L01AD;Nitrosoureaforbindelser                           
L01AD01;karmustin                                         
L01AD02;lomustin                                          
L01AD03;semustin                                          
L01AD04;streptozocin                                      
L01AD05;fotemustin                                        
L01AD06;nimustin                                          
L01AD07;ranimustin                                        
L01AG;Epoksider                                         
L01AG01;etoglucid                                         
L01AX;Andre alkyleringsmidler                           
L01AX01;mitobronitol                                      
L01AX02;pipobroman                                        
L01AX03;temozolomid                                       
L01AX04;dakarbazin                                        
L01B;Antimetabolitter
L01BA;Folsyreanaloger                                   
L01BA01;metotrexat                                        
L01BA03;raltitrexed                                       
L01BA04;pemetrexed
L01BA05;pralatrexat
L01BB;Purinanaloger                                     
L01BB02;merkaptopurin                                     
L01BB03;tioguanin                                         
L01BB04;kladribin                                         
L01BB05;fludarabin                                        
L01BB06;klofarabin
L01BB07;nelarabin
L01BC;Pyrimidinanaloger                                 
L01BC01;cytarabin                                         
L01BC02;fluorouracil                                      
L01BC03;tegafur                                           
L01BC04;karmofur                                          
L01BC05;gemcitabin                                        
L01BC06;kapecitabin                                       
L01BC07;azacitidin
L01BC08;decitabin
L01BC52;fluorouracil, kombinasjoner                       
L01BC53;tegafur, kombinasjoner                            
L01BC59;trifluridin, kombinasjoner
L01C;Plantealkaloider og andre naturprodukter
L01CA;Vincaalkaloider og analoger                       
L01CA01;vinblastin                                        
L01CA02;vinkristin                                        
L01CA03;vindesin                                          
L01CA04;vinorelbin                                        
L01CA05;vinflunin
L01CA06;vintafolid
L01CB;Podofyllotoksinderivater                          
L01CB01;etoposid                                          
L01CB02;teniposid                                         
L01CC;Kolchicinderivater                                
L01CC01;demekolcin                                        
L01CD;Taksaner                                           
L01CD01;paklitaksel                                        
L01CD02;docetaksel                                         
L01CD03;pakslitaksepoliglumeks
L01CD04;kabazitaksel
L01CX;Andre plantealkaloider og naturprodukter          
L01CX01;trabektedin
L01D;Cytotoksiske antibiotika og lignende substanser
L01DA;Aktinomyciner                                     
L01DA01;daktinomycin                                      
L01DB;Antracykliner og lignende substanser              
L01DB01;doxorubicin                                       
L01DB02;daunorubicin                                      
L01DB03;epirubicin                                        
L01DB04;aklarubicin                                       
L01DB05;zorubicin                                         
L01DB06;idarubicin                                        
L01DB07;mitoxantron                                       
L01DB08;pirarubicin                                       
L01DB09;valrubicin                                        
L01DB10;amrubicin
L01DB11;piksantron
L01DC;Andre cytotoksiske antibiotika                    
L01DC01;bleomycin                                         
L01DC02;plikamycin                                        
L01DC03;mitomycin                                         
L01DC04;iksabepilon
L01X;Andre antineoplastiske midler
L01XA;Platinaforbindelser                               
L01XA01;cisplatin                                         
L01XA02;karboplatin                                       
L01XA03;oxaliplatin                                       
L01XA04;satraplatin
L01XA05;polyplatillen
L01XB;Metylhydraziner                                   
L01XB01;prokarbazin                                       
L01XC;Monoklonale antistoffer                           
L01XC01;edrecolomab                                       
L01XC02;rituksimab                                        
L01XC03;trastuzumab                                       
L01XC05;gemtuzumabozogamicin
L01XC06;cetuksimab
L01XC07;bevacizumab
L01XC08;panitumumab
L01XC09;catumaksomab
L01XC10;ofatumumab
L01XC11;ipilimumab
L01XC12;brentuksimabvedotin
L01XC13;pertuzumab
L01XC14;trastuzsumabemtansin
L01XC15;obinutuzumab
L01XC16;dinutuksimab
L01XC17;nivolumab
L01XC18;pembrolizumab
L01XC19;blinatumomab
L01XC21;ramucirumab
L01XC22;necitumumab
L01XC23;elotuzumab
L01XC24;daratumumab
L01XC25;mogamulizumab
L01XC26;inotuzumabozogamicin
L01XC27;olaratumab
L01XC28;durvalumab
L01XC29;ermekumab
L01XD;Aktiverende midler til fotodynamisk- og stråleterapi                    
L01XD01;porfimer natrium                                  
L01XD03;metylaminolevulinat                               
L01XD04;aminolevulinsyre
L01XD05;temoporfin
L01XD06;efaproksiral
L01XD07;padeliporfin
L01XE;Proteinkinasehemmere
L01XE01;imatinib                                          
L01XE02;gefitinib
L01XE03;erlotinib
L01XE04;sunitinib
L01XE05;sorafenib
L01XE06;dasatinib
L01XE07;lapatinib
L01XE08;nilotinib
L01XE09;temsirolimus
L01XE10;everolimus
L01XE11;pazopanib
L01XE12;vandetanib
L01XE13;afatinib
L01XE14;bosutinib
L01XE15;vemurafenib
L01XE16;crizotinib
L01XE17;axitinib
L01XE18;ruksolitinib
L01XE19;ridaforolimus
L01XE21;regorafenib
L01XE22;masitinib
L01XE23;dabrafenib
L01XE24;ponatinib
L01XE25;trametinib
L01XE26;kabozantinib
L01XE27;ibrutinib
L01XE28;ceritinib
L01XE29;lenvatinib
L01XE31;nintedanib
L01XE32;cediranib
L01XE33;palbociklib
L01XE34;tivozanib
L01XE35;osimertinib
L01XE36;alektinib
L01XE37;rociletinib
L01XE38;kobimetinib
L01XE39;midostaurin
L01XE40;olmutinib
L01XE41;binimetinib
L01XE42;ribosiklib
L01XE43;brigatinib
L01XX;Andre antineoplastiske midler                      
L01XX01;amsakrin                                          
L01XX02;asparaginase                                      
L01XX03;altretamin                                        
L01XX05;hydroksykarbamid                                  
L01XX07;lonidamin                                         
L01XX08;pentostatin                                       
L01XX09;miltefosin                                        
L01XX10;masoprokol                                        
L01XX11;estramustin                                       
L01XX14;tretinoin                                         
L01XX16;mitoguazon                                        
L01XX17;topotekan                                         
L01XX18;tiazofurin                                        
L01XX19;irinotekan                                        
L01XX22;alitretinoin                                      
L01XX23;mitotan                                           
L01XX24;pegaspargase                                      
L01XX25;beksaroten                                        
L01XX27;arsentrioksid                                 
L01XX29;denileukin diftitoks                              
L01XX32;bortezomib
L01XX33;celecoxib
L01XX35;anagrelid                                         
L01XX36;oblimersen
L01XX37;sitimagen ceradenovec
L01XX38;vorinostat
L01XX39;romidepsin
L01XX40;omacetaksin mepesuksinat
L01XX41;eribulin
L01XX42;panobinostat
L01XX43;vismodegib
L01XX44;aflibercept
L01XX45;karfilzomib
L01XX46;olaparib
L01XX47;idelalisib
L01XX48;sonidegib
L01XX49;belinostat
L01XX50;iksazomib
L01XX51;talimogenlaherparepvec
L01XX52;venetoklaks
L01XX53;vosaroksin
L01XX54;niraparib
L01XX55;rukaparib
L01XX56;etirinotekan pegol
L01XX57;plitidepsin
L01XY;Kombinasjoner av antineoplastiske midler           
L02;Endokrin terapi
L02A;Hormoner og beslektede substanser
L02AA;Østrogener                                        
L02AA01;dietylstilbøstrol                                 
L02AA02;polyøstradiolfosfat                               
L02AA03;etinyløstradiol                                   
L02AA04;fosfestrol                                        
L02AB;Progestogener                                     
L02AB01;megestrol                                         
L02AB02;medroksyprogesteron                               
L02AB03;gestonoron                                        
L02AE;Gonadotropinfrigjørende hormonanaloger            
L02AE01;buserelin                                         
L02AE02;leuprorelin                                       
L02AE03;goserelin                                         
L02AE04;triptorelin                                       
L02AE05;histrelin                                         
L02AX;Andre hormoner                                    
L02B;Hormonantagonister og beslektede substanser
L02BA;Antiøstrogener                                    
L02BA01;tamoxifen                                         
L02BA02;toremifen                                         
L02BA03;fulvestrant                                       
L02BB;Antiandrogener                                    
L02BB01;flutamid                                          
L02BB02;nilutamid                                         
L02BB03;bikalutamid                                       
L02BB04;enzalutamid
L02BG;Aromatasehemmere                             
